Numbers are -64 and 11 are wrong
Numbers are -46 and 65 are wrong
Numbers are 25 and 35 are wrong
Numbers are -89 and 1 are wrong
Numbers are -67 and 40 are wrong
Numbers are 94 and 95 are wrong
Numbers are -22 and 30 are wrong
Numbers are 74 and -27 are wrong
Numbers are -44 and 34 are wrong
Numbers are 96 and -30 are wrong
Numbers are 23 and -63 are wrong
Numbers are 67 and -98 are wrong
Numbers are -13 and 22 are wrong
Numbers are 96 and -55 are wrong
Numbers are -51 and 19 are wrong
Numbers are -32 and 68 are wrong
Numbers are 1 and -81 are wrong
Numbers are 92 and -34 are wrong
Numbers are -61 and 62 are wrong
Numbers are -82 and 61 are wrong
Numbers are -71 and -87 are wrong
Numbers are -73 and 9 are wrong
Numbers are 31 and -73 are wrong
Numbers are -69 and 79 are wrong
Numbers are 26 and 39 are wrong
Numbers are -54 and -77 are wrong
Numbers are 62 and 82 are wrong
Numbers are 57 and -94 are wrong
Numbers are -19 and 21 are wrong
Numbers are 22 and -62 are wrong
Numbers are 24 and -62 are wrong
Numbers are -55 and 44 are wrong
Numbers are 48 and 51 are wrong
Numbers are 60 and -74 are wrong
Numbers are -10 and 86 are wrong
Numbers are -68 and 61 are wrong
Numbers are -100 and 15 are wrong
Numbers are -49 and -55 are wrong
Numbers are 28 and -62 are wrong
Numbers are -38 and 10 are wrong
Numbers are -50 and 1 are wrong
Numbers are -8 and -32 are wrong
Numbers are 33 and -3 are wrong
Numbers are 85 and -30 are wrong
Numbers are -88 and 28 are wrong
Numbers are -42 and 77 are wrong
Numbers are 37 and 98 are wrong
Numbers are -50 and 90 are wrong
Numbers are -5 and 46 are wrong
Numbers are 86 and -6 are wrong
Numbers are 87 and -51 are wrong
Numbers are 5 and -16 are wrong
Numbers are 99 and -53 are wrong
Numbers are -66 and -75 are wrong
Numbers are 18 and -10 are wrong
Numbers are 42 and -84 are wrong
Numbers are 9 and 47 are wrong
Numbers are 90 and -50 are wrong
Numbers are 0 and 21 are wrong
Numbers are -55 and -76 are wrong
Numbers are 4 and -77 are wrong
Numbers are -51 and -84 are wrong
Numbers are 18 and 40 are wrong
Numbers are -85 and 13 are wrong
Numbers are 62 and -2 are wrong
Numbers are -82 and -98 are wrong
Numbers are -40 and -75 are wrong
Numbers are 85 and -89 are wrong
Numbers are 48 and -9 are wrong
Numbers are -28 and -42 are wrong
Numbers are 57 and -33 are wrong
Numbers are -45 and -89 are wrong
Numbers are 10 and 46 are wrong
Numbers are 13 and -54 are wrong
Numbers are 38 and -51 are wrong
Numbers are 82 and -35 are wrong
Numbers are 2 and 51 are wrong
Numbers are -70 and -77 are wrong
Numbers are 27 and -76 are wrong
Numbers are -83 and 32 are wrong
Numbers are -54 and 50 are wrong
Numbers are 25 and 82 are wrong
Numbers are 19 and 48 are wrong
Numbers are -54 and 46 are wrong
Numbers are -5 and -62 are wrong
Numbers are -12 and 62 are wrong
Numbers are -9 and -73 are wrong
Numbers are 56 and 78 are wrong
Numbers are -35 and 71 are wrong
Numbers are -88 and 0 are wrong - division 0
Numbers are -38 and 18 are wrong
Numbers are -47 and 90 are wrong
Numbers are -21 and -55 are wrong
Numbers are 3 and 9 are wrong
Numbers are 56 and -12 are wrong
Numbers are 29 and 100 are wrong
Numbers are 41 and -19 are wrong
Numbers are 99 and -98 are wrong
Numbers are -31 and -45 are wrong
Numbers are 76 and -39 are wrong
Numbers are -48 and -49 are wrong
Numbers are 71 and -71 are wrong
Numbers are -32 and 32 are wrong
Numbers are -54 and -84 are wrong
Numbers are 86 and -57 are wrong
Numbers are -71 and -78 are wrong
Numbers are -29 and -79 are wrong
Numbers are -28 and -41 are wrong
Numbers are -6 and -68 are wrong
Numbers are 40 and 68 are wrong
Numbers are 60 and -4 are wrong
Numbers are 95 and -5 are wrong
Numbers are -4 and 22 are wrong
Numbers are 54 and -39 are wrong
Numbers are -41 and 4 are wrong
Numbers are -36 and -78 are wrong
Numbers are -24 and -85 are wrong
Numbers are -31 and -68 are wrong
Numbers are 10 and -53 are wrong
Numbers are 19 and 26 are wrong
Numbers are 55 and -92 are wrong
Numbers are 60 and -2 are wrong
Numbers are 10 and -25 are wrong
Numbers are -5 and -20 are wrong
Numbers are -53 and 25 are wrong
Numbers are 95 and -37 are wrong
Numbers are 35 and 77 are wrong
Numbers are 67 and -52 are wrong
Numbers are -69 and 43 are wrong
Numbers are -6 and 11 are wrong
Numbers are -86 and -91 are wrong
Numbers are 12 and -51 are wrong
Numbers are -44 and -87 are wrong
Numbers are 86 and 0 are wrong - division 0
Numbers are -16 and 89 are wrong
Numbers are -14 and -31 are wrong
Numbers are 81 and -15 are wrong
Numbers are 35 and 72 are wrong
Numbers are 51 and -12 are wrong
Numbers are 66 and -68 are wrong
Numbers are -26 and 43 are wrong
Numbers are -33 and 7 are wrong
Numbers are -9 and -56 are wrong
Numbers are 86 and -74 are wrong
Numbers are 37 and -34 are wrong
Numbers are -52 and -55 are wrong
Numbers are 4 and 15 are wrong
Numbers are 49 and -32 are wrong
Numbers are 33 and 87 are wrong
Numbers are 33 and -29 are wrong
Numbers are 35 and -93 are wrong
Numbers are -18 and 29 are wrong
Numbers are 57 and -71 are wrong
Numbers are 91 and -56 are wrong
Numbers are 93 and -25 are wrong
Numbers are 27 and -70 are wrong
Numbers are -53 and -63 are wrong
Numbers are 26 and -81 are wrong
Numbers are -5 and -51 are wrong
Numbers are 82 and -48 are wrong
Numbers are -36 and 79 are wrong
Numbers are 96 and -46 are wrong
Numbers are 21 and -18 are wrong
Numbers are -5 and -32 are wrong
Numbers are 58 and -71 are wrong
Numbers are 56 and -59 are wrong
Numbers are -56 and -62 are wrong
Numbers are 89 and -50 are wrong
Numbers are -48 and 31 are wrong
Numbers are -31 and 54 are wrong
Numbers are 69 and -13 are wrong
Numbers are 54 and 66 are wrong
Numbers are -95 and 2 are wrong
Numbers are 71 and -83 are wrong
Numbers are 35 and 55 are wrong
Numbers are -30 and 75 are wrong
Numbers are -47 and 44 are wrong
Numbers are 38 and -3 are wrong
Numbers are -62 and 48 are wrong
Numbers are -11 and -76 are wrong
Numbers are -52 and -62 are wrong
Numbers are -76 and 27 are wrong
Numbers are -97 and 20 are wrong
Numbers are -25 and -95 are wrong
Numbers are 84 and -100 are wrong
Numbers are -88 and 75 are wrong
Numbers are 51 and -97 are wrong
Numbers are 6 and -26 are wrong
Numbers are -97 and 67 are wrong
Numbers are -59 and 32 are wrong
Numbers are 23 and -33 are wrong
Numbers are -86 and 69 are wrong
Numbers are -12 and -70 are wrong
Numbers are -23 and 1 are wrong
Numbers are 93 and -96 are wrong
Numbers are -3 and 42 are wrong
Numbers are 40 and -27 are wrong
Numbers are 88 and 96 are wrong
Numbers are 9 and 98 are wrong
Numbers are -3 and 87 are wrong
Numbers are -4 and -19 are wrong
Numbers are -92 and 69 are wrong
Numbers are -62 and 12 are wrong
Numbers are -13 and -30 are wrong
Numbers are 12 and 81 are wrong
Numbers are -2 and 53 are wrong
Numbers are 32 and -23 are wrong
Numbers are 48 and -36 are wrong
Numbers are 30 and 67 are wrong
Numbers are 70 and -98 are wrong
Numbers are -93 and 38 are wrong
Numbers are 62 and 63 are wrong
Numbers are 78 and 99 are wrong
Numbers are 38 and -19 are wrong
Numbers are -89 and 92 are wrong
Numbers are -50 and 63 are wrong
Numbers are 96 and -5 are wrong
Numbers are -39 and 36 are wrong
Numbers are 19 and 83 are wrong
Numbers are -88 and 64 are wrong
Numbers are 42 and 54 are wrong
Numbers are -82 and 26 are wrong
Numbers are -21 and 35 are wrong
Numbers are -94 and 67 are wrong
Numbers are -27 and 85 are wrong
Numbers are 6 and -77 are wrong
Numbers are -50 and 42 are wrong
Numbers are -47 and 62 are wrong
Numbers are 40 and 97 are wrong
Numbers are 26 and 99 are wrong
Numbers are -14 and 76 are wrong
Numbers are -13 and 5 are wrong
Numbers are 67 and -55 are wrong
Numbers are -78 and -88 are wrong
Numbers are 26 and 77 are wrong
Numbers are -36 and 95 are wrong
Numbers are 27 and -69 are wrong
Numbers are -41 and -82 are wrong
Numbers are 86 and -94 are wrong
Numbers are -96 and 2 are wrong
Numbers are 90 and -27 are wrong
Numbers are -54 and 43 are wrong
Numbers are 37 and 92 are wrong
Numbers are -23 and 71 are wrong
Numbers are 56 and -7 are wrong
Numbers are -38 and 96 are wrong
Numbers are 10 and 74 are wrong
Numbers are -58 and 53 are wrong
Numbers are -20 and -43 are wrong
Numbers are -81 and -94 are wrong
Numbers are -7 and 45 are wrong
Numbers are -30 and 64 are wrong
Numbers are -69 and 2 are wrong
Numbers are -5 and 9 are wrong
Numbers are -71 and 27 are wrong
Numbers are 58 and -47 are wrong
Numbers are -78 and 17 are wrong
Numbers are -69 and 62 are wrong
Numbers are 25 and 84 are wrong
Numbers are 83 and -89 are wrong
Numbers are -32 and 9 are wrong
Numbers are -52 and 44 are wrong
Numbers are -12 and 11 are wrong
Numbers are 45 and -54 are wrong
Numbers are -64 and 38 are wrong
Numbers are 2 and -40 are wrong
Numbers are -65 and 83 are wrong
Numbers are 48 and -10 are wrong
Numbers are -8 and 44 are wrong
Numbers are 98 and -23 are wrong
Numbers are -52 and 68 are wrong
Numbers are 89 and -100 are wrong
Numbers are -96 and -98 are wrong
Numbers are 57 and -52 are wrong
Numbers are 47 and -56 are wrong
Numbers are -89 and 79 are wrong
Numbers are -48 and 56 are wrong
Numbers are -13 and 14 are wrong
Numbers are -18 and -96 are wrong
Numbers are 95 and -98 are wrong
Numbers are 50 and -85 are wrong
Numbers are 63 and 88 are wrong
Numbers are 50 and -35 are wrong
Numbers are 53 and 93 are wrong
Numbers are -71 and 6 are wrong
Numbers are 49 and 59 are wrong
Numbers are -44 and -80 are wrong
Numbers are -46 and 29 are wrong
Numbers are -19 and 38 are wrong
Numbers are 11 and 75 are wrong
Numbers are -75 and 68 are wrong
Numbers are 22 and -71 are wrong
Numbers are -68 and 39 are wrong
Numbers are -14 and 13 are wrong
Numbers are -14 and -54 are wrong
Numbers are -68 and -81 are wrong
Numbers are 96 and -95 are wrong
Numbers are 76 and -2 are wrong
Numbers are -44 and 29 are wrong
Numbers are -38 and 82 are wrong
Numbers are -43 and 74 are wrong
Numbers are 69 and -5 are wrong
Numbers are 14 and -47 are wrong
Numbers are 18 and 95 are wrong
Numbers are -26 and 57 are wrong
Numbers are 10 and -80 are wrong
Numbers are -67 and 40 are wrong
Numbers are 31 and -48 are wrong
Numbers are -3 and -62 are wrong
Numbers are 17 and 0 are wrong - division 0
Numbers are -51 and 61 are wrong
Numbers are 17 and -32 are wrong
Numbers are -89 and 43 are wrong
Numbers are -65 and 98 are wrong
Numbers are -8 and 50 are wrong
Numbers are -25 and 17 are wrong
Numbers are 56 and -14 are wrong
Numbers are -68 and 38 are wrong
Numbers are 99 and -38 are wrong
Numbers are -33 and -69 are wrong
Numbers are -55 and -83 are wrong
Numbers are 61 and 71 are wrong
Numbers are 31 and -73 are wrong
Numbers are 15 and 22 are wrong
Numbers are 7 and 61 are wrong
Numbers are 92 and -91 are wrong
Numbers are 71 and -45 are wrong
Numbers are -52 and 22 are wrong
Numbers are 4 and -32 are wrong
Numbers are 3 and -11 are wrong
Numbers are -31 and 63 are wrong
Numbers are -34 and 79 are wrong
Numbers are 33 and -76 are wrong
Numbers are -40 and -87 are wrong
Numbers are -19 and -24 are wrong
Numbers are -92 and 69 are wrong
Numbers are -78 and 59 are wrong
Numbers are 77 and -95 are wrong
Numbers are 72 and -11 are wrong
Numbers are -19 and -34 are wrong
Numbers are 55 and 62 are wrong
Numbers are -55 and -64 are wrong
Numbers are 21 and -54 are wrong
Numbers are -60 and 99 are wrong
Numbers are 58 and -50 are wrong
Numbers are -74 and 68 are wrong
Numbers are 58 and -18 are wrong
Numbers are -16 and -39 are wrong
Numbers are 82 and -90 are wrong
Numbers are -76 and 95 are wrong
Numbers are 50 and -85 are wrong
Numbers are -32 and 61 are wrong
Numbers are -67 and 18 are wrong
Numbers are 96 and -36 are wrong
Numbers are -2 and -100 are wrong
Numbers are 90 and -18 are wrong
Numbers are 20 and -4 are wrong
Numbers are 69 and -72 are wrong
Numbers are -47 and 42 are wrong
Numbers are 9 and -10 are wrong
Numbers are -1 and 57 are wrong
Numbers are 1 and -92 are wrong
Numbers are -22 and -47 are wrong
Numbers are 33 and 92 are wrong
Numbers are -3 and -75 are wrong
Numbers are -48 and -67 are wrong
Numbers are -2 and -43 are wrong
Numbers are -46 and -69 are wrong
Numbers are 63 and -62 are wrong
Numbers are 57 and 98 are wrong
Numbers are 3 and -98 are wrong
Numbers are -67 and -90 are wrong
Numbers are -93 and 73 are wrong
Numbers are 27 and 100 are wrong
Numbers are 4 and 45 are wrong
Numbers are 59 and -39 are wrong
Numbers are 15 and 56 are wrong
Numbers are 91 and 94 are wrong
Numbers are 75 and 94 are wrong
Numbers are 11 and -94 are wrong
Numbers are -7 and 73 are wrong
Numbers are 49 and 76 are wrong
Numbers are 64 and 80 are wrong
Numbers are -70 and 21 are wrong
Numbers are -22 and 71 are wrong
Numbers are -71 and 91 are wrong
Numbers are 30 and -49 are wrong
Numbers are -74 and 33 are wrong
Numbers are -53 and -62 are wrong
Numbers are -17 and -62 are wrong
Numbers are -19 and 27 are wrong
Numbers are -61 and 89 are wrong
Numbers are 28 and -6 are wrong
Numbers are 1 and -78 are wrong
Numbers are 3 and -96 are wrong
Numbers are -55 and 25 are wrong
Numbers are -16 and 20 are wrong
Numbers are -36 and 8 are wrong
Numbers are 63 and 91 are wrong
Numbers are -4 and -14 are wrong
Numbers are 39 and -83 are wrong
Numbers are -52 and -83 are wrong
Numbers are 36 and -21 are wrong
Numbers are 73 and -12 are wrong
Numbers are -44 and 56 are wrong
Numbers are -11 and -25 are wrong
Numbers are 87 and -86 are wrong
Numbers are 7 and -66 are wrong
Numbers are -51 and -89 are wrong
Numbers are -20 and 28 are wrong
Numbers are -67 and 94 are wrong
Numbers are 3 and -60 are wrong
Numbers are 0 and -14 are wrong
Numbers are -91 and 62 are wrong
Numbers are 24 and -97 are wrong
Numbers are 60 and -68 are wrong
Numbers are -64 and -71 are wrong
Numbers are -4 and 54 are wrong
Numbers are 76 and -48 are wrong
Numbers are 4 and 92 are wrong
Numbers are 40 and -77 are wrong
Numbers are -16 and -80 are wrong
Numbers are -35 and 88 are wrong
Numbers are 77 and 99 are wrong
Numbers are 36 and 73 are wrong
Numbers are 37 and 84 are wrong
Numbers are -68 and -93 are wrong
Numbers are -26 and -29 are wrong
Numbers are -36 and -58 are wrong
Numbers are 25 and -59 are wrong
Numbers are 24 and -71 are wrong
Numbers are -45 and 80 are wrong
Numbers are -25 and 30 are wrong
Numbers are 81 and -16 are wrong
Numbers are -99 and 1 are wrong
Numbers are -42 and 41 are wrong
Numbers are 9 and -40 are wrong
Numbers are -82 and 26 are wrong
Numbers are -43 and -72 are wrong
Numbers are 6 and 41 are wrong
Numbers are -29 and -44 are wrong
Numbers are 31 and -71 are wrong
Numbers are -27 and 86 are wrong
Numbers are 95 and -25 are wrong
Numbers are 11 and -33 are wrong
Numbers are -3 and -19 are wrong
Numbers are 81 and -44 are wrong
Numbers are -69 and 71 are wrong
Numbers are -46 and -84 are wrong
Numbers are 79 and -64 are wrong
Numbers are -65 and 19 are wrong
Numbers are -66 and 86 are wrong
Numbers are 82 and -100 are wrong
Numbers are 4 and -8 are wrong
Numbers are -17 and -62 are wrong
Numbers are -15 and -73 are wrong
Numbers are 19 and 32 are wrong
Numbers are -66 and 32 are wrong
Numbers are -90 and 55 are wrong
Numbers are -41 and -47 are wrong
Numbers are -9 and -75 are wrong
Numbers are -78 and 4 are wrong
Numbers are -44 and 60 are wrong
Numbers are 51 and -89 are wrong
Numbers are -7 and 31 are wrong
Numbers are 52 and 61 are wrong
Numbers are 89 and -86 are wrong
Numbers are 35 and 53 are wrong
Numbers are -79 and 58 are wrong
Numbers are -42 and 86 are wrong
Numbers are -4 and 9 are wrong
Numbers are -54 and 55 are wrong
Numbers are 10 and 16 are wrong
Numbers are 58 and -97 are wrong
Numbers are 46 and -53 are wrong
Numbers are 43 and 72 are wrong
Numbers are -42 and 76 are wrong
Numbers are 32 and -85 are wrong
Numbers are 22 and -64 are wrong
Numbers are 48 and -39 are wrong
Numbers are -4 and 96 are wrong
Numbers are -5 and 67 are wrong
Numbers are -38 and 53 are wrong
Numbers are 49 and -78 are wrong
Numbers are -80 and 90 are wrong
Numbers are 100 and -82 are wrong
Numbers are -18 and -70 are wrong
Numbers are 46 and -32 are wrong
Numbers are 10 and 39 are wrong
Numbers are -18 and -89 are wrong
Numbers are 49 and 56 are wrong
Numbers are 90 and -52 are wrong
Numbers are -57 and 39 are wrong
Numbers are 16 and -69 are wrong
Numbers are -75 and 98 are wrong
Numbers are 6 and -62 are wrong
Numbers are 71 and 83 are wrong
Numbers are -89 and 75 are wrong
Numbers are 6 and 56 are wrong
Numbers are 51 and -52 are wrong
Numbers are 68 and -65 are wrong
Numbers are -59 and 77 are wrong
Numbers are 64 and -82 are wrong
Numbers are -41 and 7 are wrong
Numbers are -10 and 77 are wrong
Numbers are -62 and 94 are wrong
Numbers are 45 and -25 are wrong
Numbers are -42 and -56 are wrong
Numbers are 43 and -84 are wrong
Numbers are -48 and 58 are wrong
Numbers are -92 and 16 are wrong
Numbers are -37 and 68 are wrong
Numbers are -30 and 56 are wrong
Numbers are 63 and -27 are wrong
Numbers are 14 and 56 are wrong
Numbers are 42 and -70 are wrong
Numbers are 10 and 14 are wrong
Numbers are -18 and 33 are wrong
Numbers are -6 and 85 are wrong
Numbers are 91 and -66 are wrong
Numbers are -28 and -70 are wrong
Numbers are -59 and 47 are wrong
Numbers are 3 and -97 are wrong
Numbers are -29 and -88 are wrong
Numbers are -5 and -56 are wrong
Numbers are 0 and -91 are wrong
Numbers are -17 and 46 are wrong
Numbers are 50 and 55 are wrong
Numbers are 25 and -64 are wrong
Numbers are -20 and 78 are wrong
Numbers are -66 and 53 are wrong
Numbers are 33 and -15 are wrong
Numbers are -27 and -84 are wrong
Numbers are -28 and 85 are wrong
Numbers are 25 and 45 are wrong
Numbers are 44 and -37 are wrong
Numbers are -78 and 47 are wrong
Numbers are 84 and 92 are wrong
Numbers are -61 and 28 are wrong
Numbers are 17 and 67 are wrong
Numbers are -15 and 58 are wrong
Numbers are -18 and 47 are wrong
Numbers are -26 and 62 are wrong
Numbers are -99 and 96 are wrong
Numbers are -81 and 79 are wrong
Numbers are -45 and -63 are wrong
Numbers are 1 and 89 are wrong
Numbers are 63 and 76 are wrong
Numbers are 48 and -9 are wrong
Numbers are -24 and 90 are wrong
Numbers are 26 and 36 are wrong
Numbers are -23 and -82 are wrong
Numbers are -78 and 99 are wrong
Numbers are -34 and -80 are wrong
Numbers are -79 and 89 are wrong
Numbers are 85 and -61 are wrong
Numbers are -73 and 8 are wrong
Numbers are -76 and -80 are wrong
Numbers are -30 and -61 are wrong
Numbers are -89 and -94 are wrong
Numbers are -60 and -62 are wrong
Numbers are 54 and -63 are wrong
Numbers are 5 and -98 are wrong
Numbers are 7 and -21 are wrong
Numbers are 3 and 53 are wrong
Numbers are -16 and 94 are wrong
Numbers are 14 and 70 are wrong
Numbers are -67 and 62 are wrong
Numbers are -50 and -70 are wrong
Numbers are -38 and 53 are wrong
Numbers are -99 and 40 are wrong
Numbers are -37 and 56 are wrong
Numbers are 23 and 90 are wrong
Numbers are 56 and -15 are wrong
Numbers are -38 and -65 are wrong
Numbers are -25 and 17 are wrong
Numbers are -13 and 69 are wrong
Numbers are 34 and -43 are wrong
Numbers are -12 and -33 are wrong
Numbers are 25 and -54 are wrong
Numbers are -66 and -69 are wrong
Numbers are 56 and -10 are wrong
Numbers are 19 and -62 are wrong
Numbers are -49 and 81 are wrong
Numbers are -11 and -65 are wrong
Numbers are -7 and -92 are wrong
Numbers are -66 and 85 are wrong
Numbers are 57 and -35 are wrong
Numbers are 65 and 90 are wrong
Numbers are 95 and -2 are wrong
Numbers are 38 and 63 are wrong
Numbers are 10 and 26 are wrong
Numbers are -25 and -94 are wrong
Numbers are -42 and 99 are wrong
Numbers are -37 and 39 are wrong
Numbers are -4 and -7 are wrong
Numbers are -81 and -85 are wrong
Numbers are 14 and 65 are wrong
Numbers are -36 and -70 are wrong
Numbers are 29 and 66 are wrong
Numbers are -90 and 70 are wrong
Numbers are -2 and -86 are wrong
Numbers are -63 and 91 are wrong
Numbers are -44 and 51 are wrong
Numbers are -53 and 77 are wrong
Numbers are 52 and -36 are wrong
Numbers are 0 and 73 are wrong
Numbers are -59 and -76 are wrong
Numbers are 29 and -100 are wrong
Numbers are 40 and -50 are wrong
Numbers are -1 and -78 are wrong
Numbers are -23 and -62 are wrong
Numbers are 13 and 77 are wrong
Numbers are 82 and -25 are wrong
Numbers are -75 and 93 are wrong
Numbers are 35 and 90 are wrong
Numbers are -78 and 14 are wrong
Numbers are -16 and 64 are wrong
Numbers are 84 and -34 are wrong
Numbers are 76 and -16 are wrong
Numbers are -13 and -36 are wrong
Numbers are -22 and 87 are wrong
Numbers are -6 and 94 are wrong
Numbers are -69 and 45 are wrong
Numbers are -68 and 68 are wrong
Numbers are -12 and -96 are wrong
Numbers are 65 and -55 are wrong
Numbers are -17 and 79 are wrong
Numbers are 55 and 79 are wrong
Numbers are -100 and 67 are wrong
Numbers are 9 and 81 are wrong
Numbers are 96 and -42 are wrong
Numbers are 97 and -63 are wrong
Numbers are 66 and 97 are wrong
Numbers are 45 and 46 are wrong
Numbers are -94 and 12 are wrong
Numbers are 20 and 95 are wrong
Numbers are 50 and -33 are wrong
Numbers are -53 and -79 are wrong
Numbers are 19 and -57 are wrong
Numbers are 21 and -67 are wrong
Numbers are 9 and -5 are wrong
Numbers are -72 and 83 are wrong
Numbers are 59 and 66 are wrong
Numbers are -28 and -57 are wrong
Numbers are -40 and 71 are wrong
Numbers are -63 and 36 are wrong
Numbers are -94 and 96 are wrong
Numbers are -2 and 51 are wrong
Numbers are -37 and -100 are wrong
Numbers are 13 and -88 are wrong
Numbers are 53 and -99 are wrong
Numbers are 1 and 81 are wrong
Numbers are 18 and 71 are wrong
Numbers are -93 and 85 are wrong
Numbers are -5 and 48 are wrong
Numbers are 71 and -64 are wrong
Numbers are 69 and -62 are wrong
Numbers are -80 and 71 are wrong
Numbers are -56 and -99 are wrong
Numbers are 49 and 79 are wrong
Numbers are -9 and 44 are wrong
Numbers are -19 and -20 are wrong
Numbers are -31 and 79 are wrong
Numbers are -77 and 96 are wrong
Numbers are -26 and -68 are wrong
Numbers are 96 and -40 are wrong
Numbers are 12 and 64 are wrong
Numbers are 65 and -79 are wrong
Numbers are 10 and 73 are wrong
Numbers are -26 and -63 are wrong
Numbers are 19 and -30 are wrong
Numbers are 22 and -30 are wrong
Numbers are -30 and -70 are wrong
Numbers are -56 and -73 are wrong
Numbers are 84 and -25 are wrong
Numbers are 65 and 71 are wrong
Numbers are 30 and -88 are wrong
Numbers are 41 and -17 are wrong
Numbers are 23 and 80 are wrong
Numbers are -9 and 0 are wrong - division 0
Numbers are 59 and -29 are wrong
Numbers are 87 and -38 are wrong
Numbers are -32 and 34 are wrong
Numbers are 17 and -17 are wrong
Numbers are 78 and -13 are wrong
Numbers are 24 and -60 are wrong
Numbers are -17 and -100 are wrong
Numbers are 31 and 89 are wrong
Numbers are -13 and 27 are wrong
Numbers are -70 and -71 are wrong
Numbers are 79 and -58 are wrong
Numbers are -14 and -95 are wrong
Numbers are 61 and -85 are wrong
Numbers are -43 and 17 are wrong
Numbers are -13 and -77 are wrong
Numbers are 59 and -74 are wrong
Numbers are -48 and 50 are wrong
Numbers are 54 and 74 are wrong
Numbers are -56 and 10 are wrong
Numbers are 55 and 56 are wrong
Numbers are 29 and -19 are wrong
Numbers are 95 and -71 are wrong
Numbers are -66 and -67 are wrong
Numbers are -86 and 31 are wrong
Numbers are 75 and -85 are wrong
Numbers are 81 and 0 are wrong - division 0
Numbers are -30 and -88 are wrong
Numbers are -69 and -96 are wrong
Numbers are 89 and -61 are wrong
Numbers are 10 and -80 are wrong
Numbers are -5 and -74 are wrong
Numbers are 34 and 49 are wrong
Numbers are 88 and -15 are wrong
Numbers are -12 and 92 are wrong
Numbers are 37 and 72 are wrong
Numbers are -81 and 74 are wrong
Numbers are -33 and 88 are wrong
Numbers are -96 and 97 are wrong
Numbers are 57 and -33 are wrong
Numbers are 50 and 51 are wrong
Numbers are -97 and 20 are wrong
Numbers are 20 and 57 are wrong
Numbers are -79 and -99 are wrong
Numbers are 29 and 39 are wrong
Numbers are 86 and 92 are wrong
Numbers are 90 and -60 are wrong
Numbers are -46 and 3 are wrong
Numbers are 8 and -47 are wrong
Numbers are -53 and -60 are wrong
Numbers are 55 and -78 are wrong
Numbers are -13 and -24 are wrong
Numbers are 87 and -73 are wrong
Numbers are -1 and -15 are wrong
Numbers are 82 and -68 are wrong
Numbers are 49 and 91 are wrong
Numbers are 82 and -55 are wrong
Numbers are 56 and -20 are wrong
Numbers are 86 and 99 are wrong
Numbers are -96 and 20 are wrong
Numbers are -2 and 63 are wrong
Numbers are 53 and -61 are wrong
Numbers are -84 and 54 are wrong
Numbers are -59 and 34 are wrong
Numbers are 52 and -1 are wrong
Numbers are 62 and -46 are wrong
Numbers are 76 and -33 are wrong
Numbers are 1 and -70 are wrong
Numbers are 53 and -87 are wrong
Numbers are -44 and -80 are wrong
Numbers are -31 and -34 are wrong
Numbers are 75 and -91 are wrong
Numbers are 85 and -76 are wrong
Numbers are -10 and -66 are wrong
Numbers are -20 and 11 are wrong
Numbers are -4 and 50 are wrong
Numbers are 72 and -38 are wrong
